1DIM_GEO_CODE_M49,GEO_NAME_SHORT,DIM_TIME (Year),DIM_SEX,VALUE_NUMERIC (%),VALUE_NUMERIC_LOWER (%),VALUE_NUMERIC_UPPER (%)
598,Papua New Guinea,1951,Male,26.65,22.56,31.46
616,Poland,1951,Total,11.54,11.29,11.83
616,Poland,1951,Female,10.43,10.20,10.70
616,Poland,1951,Male,12.60,12.32,12.91
620,Portugal,1951,Total,14.19,13.87,14.52
620,Portugal,1951,Female,13.44,13.12,13.77
620,Portugal,1951,Male,14.90,14.55,15.26
686,Senegal,1951,Total,33.22,29.71,37.28
686,Senegal,1951,Female,32.68,29.12,36.83
686,Senegal,1951,Male,33.77,29.97,38.01
702,Singapore,1951,Total,12.91,12.58,13.25
702,Singapore,1951,Female,12.52,12.17,12.87
702,Singapore,1951,Male,13.29,12.92,13.66
752,Sweden,1951,Total,2.56,2.48,2.65
752,Sweden,1951,Female,2.23,2.14,2.32
752,Sweden,1951,Male,2.88,2.78,2.99
748,Eswatini,1951,Total,23.63,19.00,29.14
748,Eswatini,1951,Female,22.54,18.09,27.84
748,Eswatini,1951,Male,24.65,19.74,30.55
690,Seychelles,1951,Total,11.53,10.02,13.26
690,Seychelles,1951,Female,11.08,9.54,12.82
690,Seychelles,1951,Male,11.98,10.34,13.82
768,Togo,1951,Total,27.97,25.29,30.96
768,Togo,1951,Female,26.41,23.79,29.42
768,Togo,1951,Male,29.46,26.54,32.68
764,Thailand,1951,Total,20.00,17.13,23.16
764,Thailand,1951,Female,19.33,16.49,22.57
764,Thailand,1951,Male,20.61,17.59,23.94
834,United Republic of Tanzania,1951,Total,25.75,19.88,33.33
858,Uruguay,1951,Total,6.36,6.23,6.51
858,Uruguay,1951,Female,5.73,5.52,5.95
858,Uruguay,1951,Male,6.97,6.75,7.20
840,United States of America,1951,Total,3.66,3.59,3.74
840,United States of America,1951,Female,3.20,3.13,3.27
840,United States of America,1951,Male,4.10,4.02,4.19
670,Saint Vincent and the Grenadines,1951,Total,18.24,16.92,19.65
670,Saint Vincent and the Grenadines,1951,Female,18.09,16.74,19.58
670,Saint Vincent and the Grenadines,1951,Male,18.36,17.00,19.84
862,Venezuela (Bolivarian Republic of),1951,Total,11.69,8.10,17.23
862,Venezuela (Bolivarian Republic of),1951,Female,10.94,7.57,16.09
862,Venezuela (Bolivarian Republic of),1951,Male,12.37,8.55,18.37
92,British Virgin Islands,1951,Total,10.79,8.26,14.03
92,British Virgin Islands,1951,Female,9.17,7.04,11.96
92,British Virgin Islands,1951,Male,12.31,9.43,16.08
882,Samoa,1951,Total,15.09,13.58,16.76
882,Samoa,1951,Female,14.42,12.83,16.17
882,Samoa,1951,Male,15.75,14.06,17.56
28,Antigua and Barbuda,1952,Total,11.40,10.83,12.01
28,Antigua and Barbuda,1952,Female,11.01,10.35,11.71
28,Antigua and Barbuda,1952,Male,11.76,11.11,12.50
36,Australia,1952,Total,3.03,2.97,3.09
36,Australia,1952,Female,2.68,2.62,2.74
36,Australia,1952,Male,3.36,3.28,3.43
40,Austria,1952,Total,6.61,6.46,6.76
40,Austria,1952,Female,5.83,5.63,6.03
40,Austria,1952,Male,7.36,7.14,7.58
56,Belgium,1952,Total,5.34,5.22,5.46
56,Belgium,1952,Female,4.70,4.59,4.82
56,Belgium,1952,Male,5.94,5.81,6.09
204,Benin,1952,Total,34.36,30.94,38.34
204,Benin,1952,Female,33.02,29.62,37.02
204,Benin,1952,Male,35.62,31.98,39.87
854,Burkina Faso,1952,Total,37.64,32.99,42.66
854,Burkina Faso,1952,Female,36.38,31.74,41.44
854,Burkina Faso,1952,Male,38.82,33.94,44.27
50,Bangladesh,1952,Total,32.55,28.53,37.45
50,Bangladesh,1952,Female,31.81,27.81,36.65
50,Bangladesh,1952,Male,33.27,29.08,38.34
100,Bulgaria,1952,Total,12.27,11.98,12.57
100,Bulgaria,1952,Female,11.62,11.12,12.11
100,Bulgaria,1952,Male,12.90,12.41,13.39
76,Brazil,1952,Total,20.64,17.24,24.75
76,Brazil,1952,Female,19.21,15.93,23.20
76,Brazil,1952,Male,22.02,18.32,26.46
52,Barbados,1952,Total,17.44,17.07,17.81
52,Barbados,1952,Female,16.47,15.91,17.08
52,Barbados,1952,Male,18.36,17.76,18.95
96,Brunei Darussalam,1952,Total,18.48,17.89,19.10
96,Brunei Darussalam,1952,Female,17.11,16.42,17.82
96,Brunei Darussalam,1952,Male,19.79,19.05,20.56
124,Canada,1952,Total,4.38,4.31,4.47
124,Canada,1952,Female,3.87,3.79,3.95
124,Canada,1952,Male,4.87,4.78,4.97
756,Switzerland,1952,Total,3.58,3.50,3.66
756,Switzerland,1952,Female,3.14,3.05,3.23
756,Switzerland,1952,Male,4.01,3.90,4.11
178,Congo,1952,Total,26.48,22.82,30.63
178,Congo,1952,Female,25.51,21.85,29.67
178,Congo,1952,Male,27.39,23.57,31.87
184,Cook Islands,1952,Total,18.23,14.31,24.17
184,Cook Islands,1952,Female,20.71,16.14,27.55
184,Cook Islands,1952,Male,15.88,12.34,21.11
170,Colombia,1952,Total,17.68,14.63,21.34
170,Colombia,1952,Female,16.85,13.94,20.44
170,Colombia,1952,Male,18.45,15.21,22.33
132,Cabo Verde,1952,Total,20.09,17.10,23.61
132,Cabo Verde,1952,Female,19.27,16.31,22.76
132,Cabo Verde,1952,Male,20.87,17.69,24.58
188,Costa Rica,1952,Total,13.32,13.06,13.57
188,Costa Rica,1952,Female,12.48,12.19,12.76
188,Costa Rica,1952,Male,14.12,13.81,14.43
208,Denmark,1952,Total,3.26,3.19,3.34
208,Denmark,1952,Female,2.80,2.72,2.89
208,Denmark,1952,Male,3.70,3.60,3.80
214,Dominican Republic,1952,Total,14.59,12.38,17.07
214,Dominican Republic,1952,Female,14.25,12.05,16.72
214,Dominican Republic,1952,Male,14.93,12.61,17.51
724,Spain,1952,Total,8.35,8.17,8.53
724,Spain,1952,Female,7.76,7.59,7.93
724,Spain,1952,Male,8.91,8.71,9.10
246,Finland,1952,Total,4.02,3.94,4.10
246,Finland,1952,Female,3.56,3.47,3.65
246,Finland,1952,Male,4.45,4.35,4.55
242,Fiji,1952,Total,11.68,10.58,12.96
242,Fiji,1952,Female,11.17,10.05,12.45
242,Fiji,1952,Male,12.17,10.94,13.56
250,France,1952,Total,4.97,4.87,5.07
250,France,1952,Female,4.39,4.30,4.49
250,France,1952,Male,5.52,5.40,5.63
266,Gabon,1952,Total,28.32,24.76,32.70
826,United Kingdom of Great Britain and Northern Ireland,1952,Total,3.36,3.29,3.42
826,United Kingdom of Great Britain and Northern Ireland,1952,Female,2.95,2.88,3.01
826,United Kingdom of Great Britain and Northern Ireland,1952,Male,3.75,3.67,3.83
288,Ghana,1952,Total,24.19,21.28,27.61
288,Ghana,1952,Female,23.03,20.15,26.41
288,Ghana,1952,Male,25.26,22.12,28.93
324,Guinea,1952,Total,35.95,31.80,40.46
324,Guinea,1952,Female,34.80,30.62,39.33
324,Guinea,1952,Male,37.03,32.63,41.79
300,Greece,1952,Total,6.07,5.92,6.22
300,Greece,1952,Female,5.94,5.74,6.16
300,Greece,1952,Male,6.18,5.97,6.39
308,Grenada,1952,Total,14.68,14.19,15.21
308,Grenada,1952,Female,14.38,13.79,15.01
308,Grenada,1952,Male,14.97,14.37,15.61
328,Guyana,1952,Total,13.95,11.54,16.78
328,Guyana,1952,Female,12.67,10.47,15.29
328,Guyana,1952,Male,15.17,12.52,18.31
348,Hungary,1952,Total,7.38,7.18,7.58
348,Hungary,1952,Female,6.64,6.45,6.83
348,Hungary,1952,Male,8.09,7.86,8.31
360,Indonesia,1952,Total,28.30,24.95,32.03
360,Indonesia,1952,Female,26.52,23.30,30.15
360,Indonesia,1952,Male,30.00,26.43,34.00
372,Ireland,1952,Total,4.95,4.85,5.06
372,Ireland,1952,Female,4.38,4.27,4.50
372,Ireland,1952,Male,5.50,5.36,5.64
368,Iraq,1952,Total,31.36,27.41,36.26
368,Iraq,1952,Female,30.28,26.29,35.09
368,Iraq,1952,Male,32.46,28.15,37.59
352,Iceland,1952,Total,2.73,2.56,2.91
352,Iceland,1952,Female,2.45,2.28,2.64
352,Iceland,1952,Male,2.99,2.79,3.20
376,Israel,1952,Total,5.41,5.10,5.74
376,Israel,1952,Female,5.38,5.05,5.72
376,Israel,1952,Male,5.44,5.11,5.78
380,Italy,1952,Total,7.53,7.37,7.70
380,Italy,1952,Female,7.09,6.93,7.26
380,Italy,1952,Male,7.95,7.77,8.13
388,Jamaica,1952,Total,11.91,9.78,14.84
388,Jamaica,1952,Female,11.08,9.07,13.85
388,Jamaica,1952,Male,12.73,10.39,15.90
400,Jordan,1952,Total,24.66,22.31,27.43
400,Jordan,1952,Female,24.81,22.30,27.75
400,Jordan,1952,Male,24.51,22.10,27.41
392,Japan,1952,Total,7.49,7.35,7.64
392,Japan,1952,Female,7.16,7.02,7.31
392,Japan,1952,Male,7.81,7.66,7.97
404,Kenya,1952,Total,29.63,25.35,34.83
404,Kenya,1952,Female,28.58,24.41,33.62
404,Kenya,1952,Male,30.62,26.21,36.05
296,Kiribati,1952,Total,21.82,19.11,25.05
296,Kiribati,1952,Female,20.87,18.19,24.08
296,Kiribati,1952,Male,22.69,19.79,26.20
410,Republic of Korea,1952,Total,26.17,22.51,30.48
410,Republic of Korea,1952,Female,25.50,21.91,29.77
410,Republic of Korea,1952,Male,26.80,22.98,31.31
662,Saint Lucia,1952,Total,19.65,19.18,20.14
662,Saint Lucia,1952,Female,19.62,18.99,20.28
662,Saint Lucia,1952,Male,19.67,19.06,20.30
144,Sri Lanka,1952,Total,12.90,11.57,14.41
144,Sri Lanka,1952,Female,12.46,11.14,13.95
144,Sri Lanka,1952,Male,13.32,11.93,14.88
426,Lesotho,1952,Total,23.73,19.37,29.77
426,Lesotho,1952,Female,22.49,18.34,28.27
426,Lesotho,1952,Male,24.88,20.28,31.23
442,Luxembourg,1952,Total,5.70,5.46,5.96
442,Luxembourg,1952,Female,5.10,4.82,5.39
442,Luxembourg,1952,Male,6.28,5.96,6.61
484,Mexico,1952,Total,22.59,19.09,26.78
484,Mexico,1952,Female,21.78,18.31,25.95
484,Mexico,1952,Male,23.34,19.68,27.73
470,Malta,1952,Total,9.54,9.30,9.79
470,Malta,1952,Female,8.85,8.47,9.25
470,Malta,1952,Male,10.19,9.80,10.59
478,Mauritania,1952,Total,30.06,25.95,35.17
478,Mauritania,1952,Female,28.89,24.83,33.87
478,Mauritania,1952,Male,31.18,26.84,36.58
480,Mauritius,1952,Total,14.21,13.83,14.62
480,Mauritius,1952,Female,13.98,13.56,14.43
480,Mauritius,1952,Male,14.43,13.99,14.89
458,Malaysia,1952,Total,15.00,12.97,17.31
458,Malaysia,1952,Female,14.28,12.30,16.56
458,Malaysia,1952,Male,15.66,13.47,18.18
570,Niue,1952,Total,12.72,10.84,14.91
570,Niue,1952,Female,12.02,10.14,14.17
570,Niue,1952,Male,13.40,11.35,15.83
528,Netherlands (Kingdom of the),1952,Total,2.90,2.85,2.96
528,Netherlands (Kingdom of the),1952,Female,2.56,2.50,2.62
528,Netherlands (Kingdom of the),1952,Male,3.23,3.17,3.30
578,Norway,1952,Total,2.91,2.84,2.98
578,Norway,1952,Female,2.55,2.47,2.63
578,Norway,1952,Male,3.25,3.16,3.34
524,Nepal,1952,Total,33.57,28.26,39.89
524,Nepal,1952,Female,33.41,28.12,39.82
524,Nepal,1952,Male,33.67,28.31,40.19
554,New Zealand,1952,Total,3.39,3.32,3.46
554,New Zealand,1952,Female,3.02,2.94,3.10
554,New Zealand,1952,Male,3.74,3.66,3.84
586,Pakistan,1952,Total,34.60,30.05,39.90
586,Pakistan,1952,Female,34.03,29.43,39.36
586,Pakistan,1952,Male,35.17,30.44,40.65
591,Panama,1952,Total,11.66,9.71,13.96
591,Panama,1952,Female,10.96,9.08,13.19
591,Panama,1952,Male,12.33,10.22,14.85
604,Peru,1952,Total,30.51,26.05,35.82
604,Peru,1952,Female,29.64,25.16,34.89
604,Peru,1952,Male,31.36,26.69,36.85
598,Papua New Guinea,1952,Total,25.06,21.63,29.03
598,Papua New Guinea,1952,Female,24.14,20.72,28.15
598,Papua New Guinea,1952,Male,25.89,22.28,30.17
616,Poland,1952,Total,11.04,10.80,11.32
616,Poland,1952,Female,9.95,9.72,10.20
616,Poland,1952,Male,12.09,11.81,12.39
620,Portugal,1952,Total,14.24,13.89,14.61
620,Portugal,1952,Female,13.46,13.12,13.83
620,Portugal,1952,Male,14.97,14.59,15.37
686,Senegal,1952,Total,32.64,29.35,36.31
686,Senegal,1952,Female,32.09,28.76,35.93
686,Senegal,1952,Male,33.16,29.70,37.06
702,Singapore,1952,Total,11.52,11.24,11.81
702,Singapore,1952,Female,11.12,10.82,11.43
702,Singapore,1952,Male,11.90,11.60,12.23
752,Sweden,1952,Total,2.43,2.38,2.49
752,Sweden,1952,Female,2.11,2.05,2.18
752,Sweden,1952,Male,2.74,2.67,2.81
748,Eswatini,1952,Total,23.32,19.33,28.09
748,Eswatini,1952,Female,22.22,18.33,26.75
748,Eswatini,1952,Male,24.33,20.11,29.37
690,Seychelles,1952,Total,11.43,9.94,13.12
690,Seychelles,1952,Female,10.97,9.47,12.69
690,Seychelles,1952,Male,11.86,10.27,13.69
768,Togo,1952,Total,27.79,25.28,30.60
768,Togo,1952,Female,26.23,23.75,29.08
768,Togo,1952,Male,29.27,26.54,32.29
764,Thailand,1952,Total,19.30,16.78,22.16
764,Thailand,1952,Female,18.66,16.12,21.57
764,Thailand,1952,Male,19.91,17.26,22.93
834,United Republic of Tanzania,1952,Total,25.57,20.43,31.88
834,United Republic of Tanzania,1952,Female,24.65,19.62,30.87
834,United Republic of Tanzania,1952,Male,26.44,21.07,33.08
858,Uruguay,1952,Total,6.15,6.03,6.27
858,Uruguay,1952,Female,5.52,5.34,5.72
858,Uruguay,1952,Male,6.74,6.55,6.94
840,United States of America,1952,Total,3.56,3.50,3.63
840,United States of America,1952,Female,3.12,3.07,3.18
840,United States of America,1952,Male,3.98,3.91,4.05
670,Saint Vincent and the Grenadines,1952,Total,18.34,17.45,19.28
670,Saint Vincent and the Grenadines,1952,Female,18.21,17.23,19.26
670,Saint Vincent and the Grenadines,1952,Male,18.46,17.50,19.49
862,Venezuela (Bolivarian Republic of),1952,Total,11.16,8.10,15.77
862,Venezuela (Bolivarian Republic of),1952,Female,10.44,7.55,14.68
862,Venezuela (Bolivarian Republic of),1952,Male,11.87,8.58,16.77
92,British Virgin Islands,1952,Total,10.66,8.47,13.41
92,British Virgin Islands,1952,Female,9.05,7.17,11.42
92,British Virgin Islands,1952,Male,12.18,9.65,15.38
548,Vanuatu,1952,Total,18.35,13.94,24.28
548,Vanuatu,1952,Female,17.73,13.37,23.49
548,Vanuatu,1952,Male,18.92,14.35,25.20
882,Samoa,1952,Total,14.64,13.15,16.25
882,Samoa,1952,Female,13.97,12.41,15.67
882,Samoa,1952,Male,15.28,13.62,17.04
894,Zambia,1952,Total,23.63,16.58,33.95
28,Antigua and Barbuda,1953,Total,11.13,10.61,11.69
28,Antigua and Barbuda,1953,Female,10.73,10.12,11.38
28,Antigua and Barbuda,1953,Male,11.51,10.90,12.17
36,Australia,1953,Total,2.95,2.89,3.01
36,Australia,1953,Female,2.61,2.55,2.68
36,Australia,1953,Male,3.27,3.20,3.34
40,Austria,1953,Total,6.03,5.89,6.17
40,Austria,1953,Female,5.29,5.12,5.47
40,Austria,1953,Male,6.73,6.54,6.93
56,Belgium,1953,Total,5.16,5.05,5.28
56,Belgium,1953,Female,4.55,4.44,4.67
56,Belgium,1953,Male,5.74,5.61,5.88
204,Benin,1953,Total,33.97,30.72,37.70
204,Benin,1953,Female,32.63,29.39,36.38
204,Benin,1953,Male,35.19,31.72,39.19
854,Burkina Faso,1953,Total,37.29,32.70,42.30
854,Burkina Faso,1953,Female,35.99,31.44,41.06
854,Burkina Faso,1953,Male,38.49,33.60,43.87
50,Bangladesh,1953,Total,31.64,27.99,35.97
50,Bangladesh,1953,Female,30.94,27.27,35.28
50,Bangladesh,1953,Male,32.34,28.51,36.92
100,Bulgaria,1953,Total,11.83,11.57,12.10
100,Bulgaria,1953,Female,11.18,10.73,11.65
100,Bulgaria,1953,Male,12.45,12.00,12.91
76,Brazil,1953,Total,20.18,17.00,24.00
76,Brazil,1953,Female,18.77,15.67,22.44
76,Brazil,1953,Male,21.52,18.07,25.71
52,Barbados,1953,Total,16.87,16.50,17.24
52,Barbados,1953,Female,15.93,15.37,16.49
52,Barbados,1953,Male,17.76,17.20,18.34
96,Brunei Darussalam,1953,Total,17.52,16.98,18.07
96,Brunei Darussalam,1953,Female,16.16,15.53,16.81
96,Brunei Darussalam,1953,Male,18.81,18.12,19.52
124,Canada,1953,Total,4.18,4.10,4.25
124,Canada,1953,Female,3.68,3.60,3.75
124,Canada,1953,Male,4.65,4.56,4.74
756,Switzerland,1953,Total,3.45,3.38,3.52
756,Switzerland,1953,Female,3.02,2.95,3.10
756,Switzerland,1953,Male,3.85,3.76,3.94
120,Cameroon,1953,Total,35.17,29.03,42.77
178,Congo,1953,Total,25.68,22.05,29.80
178,Congo,1953,Female,24.71,21.12,28.85
178,Congo,1953,Male,26.57,22.76,30.91
184,Cook Islands,1953,Total,17.20,13.94,21.93
184,Cook Islands,1953,Female,19.50,15.71,24.85
184,Cook Islands,1953,Male,15.07,12.09,19.23
170,Colombia,1953,Total,17.10,14.41,20.27
170,Colombia,1953,Female,16.28,13.74,19.39
170,Colombia,1953,Male,17.85,15.01,21.21
132,Cabo Verde,1953,Total,19.76,16.61,23.45
132,Cabo Verde,1953,Female,18.93,15.85,22.61
132,Cabo Verde,1953,Male,20.53,17.21,24.46
188,Costa Rica,1953,Total,13.32,13.06,13.59
188,Costa Rica,1953,Female,12.48,12.20,12.76
188,Costa Rica,1953,Male,14.12,13.82,14.44
208,Denmark,1953,Total,3.16,3.10,3.23
208,Denmark,1953,Female,2.71,2.64,2.78
208,Denmark,1953,Male,3.60,3.51,3.69
214,Dominican Republic,1953,Total,14.66,12.68,16.84
214,Dominican Republic,1953,Female,14.31,12.33,16.52
214,Dominican Republic,1953,Male,14.99,12.94,17.27
724,Spain,1953,Total,7.67,7.50,7.84
724,Spain,1953,Female,7.11,6.95,7.27
724,Spain,1953,Male,8.20,8.02,8.39
246,Finland,1953,Total,3.87,3.79,3.94
246,Finland,1953,Female,3.40,3.32,3.49
246,Finland,1953,Male,4.31,4.21,4.40
242,Fiji,1953,Total,11.16,10.09,12.38
242,Fiji,1953,Female,10.66,9.58,11.86
242,Fiji,1953,Male,11.64,10.47,12.96
250,France,1953,Total,4.63,4.53,4.72
250,France,1953,Female,4.06,3.97,4.15
250,France,1953,Male,5.17,5.06,5.28
266,Gabon,1953,Total,27.50,24.00,31.94
826,United Kingdom of Great Britain and Northern Ireland,1953,Total,3.21,3.15,3.27
826,United Kingdom of Great Britain and Northern Ireland,1953,Female,2.82,2.76,2.88
826,United Kingdom of Great Britain and Northern Ireland,1953,Male,3.58,3.51,3.65
288,Ghana,1953,Total,23.63,20.80,26.95
288,Ghana,1953,Female,22.51,19.71,25.76
288,Ghana,1953,Male,24.67,21.66,28.25
324,Guinea,1953,Total,35.93,31.69,40.47
324,Guinea,1953,Female,34.75,30.50,39.41
324,Guinea,1953,Male,36.99,32.53,41.87
300,Greece,1953,Total,6.23,6.08,6.39
300,Greece,1953,Female,6.12,5.92,6.33
300,Greece,1953,Male,6.33,6.12,6.54
308,Grenada,1953,Total,14.38,13.93,14.85
308,Grenada,1953,Female,14.09,13.54,14.67
308,Grenada,1953,Male,14.65,14.09,15.24
328,Guyana,1953,Total,13.29,11.09,15.84
328,Guyana,1953,Female,12.02,10.01,14.39
328,Guyana,1953,Male,14.45,12.02,17.31
348,Hungary,1953,Total,6.85,6.69,7.02
348,Hungary,1953,Female,6.15,5.99,6.31
348,Hungary,1953,Male,7.52,7.33,7.71
360,Indonesia,1953,Total,27.49,24.46,30.78
360,Indonesia,1953,Female,25.72,22.78,28.98
360,Indonesia,1953,Male,29.17,25.87,32.74
356,India,1953,Total,27.12,22.71,32.14
356,India,1953,Female,27.67,23.17,32.83
356,India,1953,Male,26.54,22.16,31.58
372,Ireland,1953,Total,4.71,4.61,4.82
372,Ireland,1953,Female,4.15,4.05,4.26
372,Ireland,1953,Male,5.25,5.12,5.38
368,Iraq,1953,Total,29.45,25.75,34.02
368,Iraq,1953,Female,28.41,24.66,32.93
368,Iraq,1953,Male,30.48,26.46,35.35
352,Iceland,1953,Total,2.62,2.47,2.78
352,Iceland,1953,Female,2.35,2.20,2.52
352,Iceland,1953,Male,2.87,2.69,3.07
376,Israel,1953,Total,5.30,5.12,5.48
376,Israel,1953,Female,5.27,5.07,5.47
376,Israel,1953,Male,5.33,5.13,5.53
380,Italy,1953,Total,6.97,6.83,7.11
380,Italy,1953,Female,6.54,6.40,6.68
380,Italy,1953,Male,7.38,7.23,7.54
388,Jamaica,1953,Total,11.38,9.48,13.93
388,Jamaica,1953,Female,10.58,8.77,12.95
388,Jamaica,1953,Male,12.17,10.11,14.92
400,Jordan,1953,Total,23.33,21.17,25.86
400,Jordan,1953,Female,23.50,21.19,26.16
400,Jordan,1953,Male,23.17,20.95,25.80
392,Japan,1953,Total,6.84,6.70,6.97
392,Japan,1953,Female,6.52,6.39,6.65
392,Japan,1953,Male,7.14,7.00,7.28
404,Kenya,1953,Total,28.05,24.49,32.28
404,Kenya,1953,Female,27.06,23.53,31.17
404,Kenya,1953,Male,29.00,25.24,33.51
296,Kiribati,1953,Total,21.73,19.28,24.65
296,Kiribati,1953,Female,20.80,18.32,23.73
296,Kiribati,1953,Male,22.60,19.92,25.78
410,Republic of Korea,1953,Total,22.42,19.41,25.87
410,Republic of Korea,1953,Female,21.81,18.84,25.27
410,Republic of Korea,1953,Male,22.96,19.82,26.54
662,Saint Lucia,1953,Total,19.36,18.94,19.79
662,Saint Lucia,1953,Female,19.33,18.76,19.93
662,Saint Lucia,1953,Male,19.39,18.83,19.95
144,Sri Lanka,1953,Total,12.72,11.73,13.82
144,Sri Lanka,1953,Female,12.29,11.30,13.38
144,Sri Lanka,1953,Male,13.14,12.09,14.28
426,Lesotho,1953,Total,22.79,19.33,27.24
426,Lesotho,1953,Female,21.60,18.26,25.94
426,Lesotho,1953,Male,23.93,20.20,28.65
442,Luxembourg,1953,Total,5.45,5.22,5.69
442,Luxembourg,1953,Female,4.85,4.59,5.11
442,Luxembourg,1953,Male,6.02,5.73,6.32
484,Mexico,1953,Total,21.51,18.37,25.14
484,Mexico,1953,Female,20.72,17.61,24.36
484,Mexico,1953,Male,22.24,18.97,26.06
470,Malta,1953,Total,8.93,8.70,9.17
470,Malta,1953,Female,8.26,7.91,8.63
470,Malta,1953,Male,9.57,9.21,9.94
478,Mauritania,1953,Total,29.54,25.43,34.61
478,Mauritania,1953,Female,28.41,24.38,33.37
478,Mauritania,1953,Male,30.65,26.33,36.13
480,Mauritius,1953,Total,14.64,14.27,15.03
480,Mauritius,1953,Female,14.54,14.13,14.98
480,Mauritius,1953,Male,14.72,14.30,15.16
458,Malaysia,1953,Total,14.18,12.43,16.20
458,Malaysia,1953,Female,13.48,11.71,15.49
458,Malaysia,1953,Male,14.84,12.88,17.04
570,Niue,1953,Total,12.41,10.49,14.64
570,Niue,1953,Female,11.70,9.79,13.92
570,Niue,1953,Male,13.08,10.99,15.54
528,Netherlands (Kingdom of the),1953,Total,2.77,2.72,2.82
528,Netherlands (Kingdom of the),1953,Female,2.43,2.38,2.48
528,Netherlands (Kingdom of the),1953,Male,3.09,3.03,3.15
578,Norway,1953,Total,2.77,2.71,2.83
578,Norway,1953,Female,2.42,2.35,2.49
578,Norway,1953,Male,3.11,3.03,3.18
524,Nepal,1953,Total,33.50,28.53,39.42
524,Nepal,1953,Female,33.35,28.39,39.38
524,Nepal,1953,Male,33.61,28.59,39.61
554,New Zealand,1953,Total,3.30,3.24,3.36
554,New Zealand,1953,Female,2.93,2.85,3.00
554,New Zealand,1953,Male,3.65,3.57,3.74
586,Pakistan,1953,Total,33.19,29.07,37.94
586,Pakistan,1953,Female,32.63,28.46,37.41
586,Pakistan,1953,Male,33.72,29.41,38.63
591,Panama,1953,Total,11.32,9.55,13.35
591,Panama,1953,Female,10.62,8.94,12.55
591,Panama,1953,Male,11.96,10.06,14.19
604,Peru,1953,Total,29.21,25.29,33.58
604,Peru,1953,Female,28.35,24.56,32.68
604,Peru,1953,Male,30.01,25.99,34.53
608,Philippines,1953,Total,13.40,11.01,16.40
608,Philippines,1953,Female,12.67,10.40,15.56
608,Philippines,1953,Male,14.07,11.52,17.23
598,Papua New Guinea,1953,Total,24.34,21.27,27.86
598,Papua New Guinea,1953,Female,23.44,20.38,27.06
598,Papua New Guinea,1953,Male,25.16,21.90,28.89
616,Poland,1953,Total,10.46,10.23,10.69
616,Poland,1953,Female,9.40,9.19,9.61
616,Poland,1953,Male,11.46,11.21,11.72
620,Portugal,1953,Total,13.90,13.57,14.23
620,Portugal,1953,Female,13.06,12.74,13.39
620,Portugal,1953,Male,14.69,14.34,15.06
729,Sudan,1953,Total,19.96,17.07,23.18
729,Sudan,1953,Female,19.14,16.28,22.40
729,Sudan,1953,Male,20.72,17.66,24.09
686,Senegal,1953,Total,32.07,28.93,35.58
686,Senegal,1953,Female,31.53,28.33,35.16
686,Senegal,1953,Male,32.58,29.26,36.26
702,Singapore,1953,Total,10.09,9.84,10.36
702,Singapore,1953,Female,9.69,9.41,9.96
702,Singapore,1953,Male,10.48,10.21,10.77
752,Sweden,1953,Total,2.32,2.27,2.37
752,Sweden,1953,Female,2.01,1.96,2.07
752,Sweden,1953,Male,2.62,2.55,2.68
748,Eswatini,1953,Total,23.00,19.53,27.07
748,Eswatini,1953,Female,21.93,18.50,25.87
748,Eswatini,1953,Male,24.02,20.28,28.41
690,Seychelles,1953,Total,11.32,9.83,13.01
690,Seychelles,1953,Female,10.85,9.38,12.56
690,Seychelles,1953,Male,11.75,10.17,13.57
760,Syrian Arab Republic,1953,Total,25.79,21.66,31.11
760,Syrian Arab Republic,1953,Female,26.00,21.79,31.47
760,Syrian Arab Republic,1953,Male,25.58,21.43,30.92
768,Togo,1953,Total,27.61,25.23,30.31
768,Togo,1953,Female,26.05,23.68,28.76
768,Togo,1953,Male,29.09,26.46,32.02
764,Thailand,1953,Total,18.65,16.38,21.21
